,positionName,companyShortName,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,city,district,salary,salaryMonth,workYear,jobNature,education,positionAdvantage,latitude,longitude,neededSkills
11,高级数据分析师,二维火,500-2000人,"移动互联网,消费生活",B轮,"['股票期权', 'BAT技术', '年度旅游', '五险一金']",开发|测试|运维类,数据开发,数据分析,杭州,拱墅区,18k-26k,0,3-5年,全职,本科,氛围融洽 前景广阔,30.295997,120.134335,"['本地生活', '云计算', '数据仓库', 'ETL']"
12,数据分析实习生,转转,500-2000人,"移动互联网,消费生活",B轮,"['带薪年假', '定期体检', '交通补助', '年底双薪']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,3k-5k,0,不限,全职,本科,成长空间,40.039775,116.360315,['数据分析']
13,数据分析师（数据科学方向）,一面数据,50-150人,"移动互联网,数据服务",不需要融资,"['海归精英团队', '年度旅游', '定期体检', '年终分红']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,10k-20k,0,1-3年,全职,本科,大数据人工智能；名校系大牛；技术氛围浓,22.537843,113.944830,"['大数据', '数据分析']"
14,高级数据分析师（数据挖掘方向）,来电科技,2000人以上,"移动互联网,消费生活",B轮,"['五险一金', '岗位晋升', '扁平管理', '带薪年假']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,25k-40k,13,5-10年,全职,本科,业务场景多样化 高频数据积累 核心岗位,22.571945,113.946716,"['物联网', '数据架构', '数仓建模', '数仓架构', '数据挖掘', '本地生活']"
0,数据分析主管,永辉金融,50-150人,金融,未融资,[],产品|需求|项目类,数据分析,数据分析,重庆,江北区,10k-15k,0,3-5年,全职,本科,大品牌好平台，领导nice，弹性工作制,29.589561,106.480244,"['BI', 'SQL', '可视化', '数据分析']"
1,高级数据分析工程师(J12771),新东方,2000人以上,教育,上市公司,[],开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-30k,15,5-10年,全职,本科,教育行业、福利好、大牛多,39.983431,116.317541,"['SQl', '数据分析', 'Python']"
2,数据分析/市场方向(J11127),易车公司,2000人以上,"移动互联网,电商",上市公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",市场|商务类,市场|营销,商业数据分析,北京,海淀区,12k-15k,14,1-3年,全职,本科,核心业务、大平台、七险一金,39.938109,116.327323,"['市场策划', '市场分析', '行业分析', '电商', '汽车', '数据分析']"
3,金融数据分析师,盛业恒泰投资,50-150人,金融,未融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,12k-15k,0,不限,全职,不限,弹性办公 周末双休 带薪年假,39.919894,116.454562,"['互联网金融', '数据分析']"
4,高级数据分析师,天弘基金,500-2000人,金融,不需要融资,"['互联网金融', '带薪年假', '岗位晋升', '扁平管理']",开发|测试|运维类,数据开发,数据分析,北京,西城区,20k-30k,15,3-5年,全职,本科,行业前景好，发展前景佳，团队氛围好,39.918030,116.354000,"['金融', 'Python']"
5,高级数据分析师-北京,美图公司,2000人以上,硬件,上市公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,20k-35k,0,3-5年,全职,本科,"精英团队,大数据平台,技术驱动",39.991880,116.338950,"['移动互联网', '数据分析']"
6,SG闪购-数据分析（O2O新供给）,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,20k-40k,0,不限,全职,不限,平台大，机会多,40.008142,116.486622,['数据分析']
7,人力资源数据分析师,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,25k-45k,0,不限,全职,不限,数据资源丰富,40.008142,116.486622,['数据分析']
8,数据分析师--SQL,arvato China,2000人以上,"广告营销,数据服务",不需要融资,"['五险一金', '通讯津贴', '交通补助', '带薪年假']",开发|测试|运维类,运维,其他运维,上海,闸北区,7k-12k,0,3-5年,全职,不限,提升空间大 培训体系完善 数据接触面广,30.994061,120.993464,['数据分析']
9,数据分析师（业务分析方向） (MJ001167),钱大妈,2000人以上,消费生活,D轮及以上,"['绩效奖金', '弹性工作', '公司提供午餐', '股票期权']",开发|测试|运维类,数据开发,数据分析,广州,海珠区,15k-23k,13,3-5年,全职,本科,发展快 空间大 团队专业 氛围好,23.073875,113.315529,"['R', 'Hadoop', '商业分析', 'Python']"
10,诚招金融数据分析15K,储慧国际咨询,150-500人,金融,未融资,[],金融类,其他金融职位,其他金融职位,北京,朝阳区,10k-15k,0,不限,全职,不限,五险一金，弹性工作，无需坐班,39.920065,116.454674,"['互联网金融', '数据分析']"
11,数据分析/挖掘师,锐捷网络,2000人以上,"移动互联网,硬件",上市公司,"['年底双薪', '出国旅游', '节日礼物', '技能培训']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-40k,14,5-10年,全职,本科,上市公司,39.908331,116.303255,"['数据分析', '数据挖掘']"
12,数据分析师（体育）,加满分科技,50-150人,"移动互联网,社交",不需要融资,"['年底双薪', '专项奖金', '定期体检', '带薪年假']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,15k-25k,0,3-5年,全职,本科,氛围轻松，发展前景好,22.543471,113.941133,"['体育', '大数据', '数据分析']"
13,高级数据分析师,中康资讯,150-500人,"移动互联网,医疗丨健康",不需要融资,"['扁平管理', '岗位晋升', '五险一金', '绩效奖金']",开发|测试|运维类,数据开发,数据分析,广州,天河区,20k-35k,15,5-10年,全职,本科,五险一金，弹性上班，带薪年假,23.125871,113.334874,"['医疗健康', '数据分析']"
14,数据分析,光光网络,500-2000人,教育 数据服务,天使轮,[],产品|需求|项目类,数据分析,数据分析,北京,海淀区,31k-60k,0,5-10年,全职,本科,晋升空间大，发展规划明确,40.053902,116.313599,"['大数据', '数据库', '数据分析', '商业', '电商', 'BI']"
0,金融数据分析 15K,盛业恒泰投资,50-150人,金融,未融资,[],金融类,其他金融职位,其他金融职位,北京,朝阳区,10k-20k,0,不限,全职,本科,朝九晚五 周末双休 五险一金 带薪年假,39.919894,116.454562,"['互联网金融', '数据分析']"
1,资深数据分析师,JoyCastle,50-150人,"移动互联网,游戏",不需要融资,"['带薪年假', '年底双薪', '专项奖金', '股票期权']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,30k-40k,13,5-10年,全职,本科,"交通便利,办公环境好,福利待遇好,团队氛围好",39.932248,116.453971,"['Tableau', '游戏', '量化分析', '数据分析', 'Python']"
2,资深游戏数据分析师,网易,2000人以上,电商,上市公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",开发|测试|运维类,数据开发,数据分析,广州,天河区,20k-35k,16,3-5年,全职,本科,大平台,23.122699,113.321767,"['Hive', '游戏']"
3,游戏数据分析师-广州,网易,2000人以上,电商,上市公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",产品|需求|项目类,数据分析,数据分析,广州,天河区,15k-20k,13,1-3年,全职,本科,大平台,23.122699,113.321767,"['游戏', '数据分析']"
4,数据分析(J10303),包银消费金融,150-500人,金融,不需要融资,"['年底双薪', '年终分红', '定期体检', '节日礼物']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,10k-20k,13,1-3年,全职,不限,六险一金，年终奖，节日福利金等,39.986888,116.425245,"['R', 'Python', 'SAS', '数据分析', 'SQL']"
5,高级数据分析师,小鸡叫叫,500-2000人,"移动互联网,文娱丨内容",B轮,"['岗位晋升', '扁平管理', '顶级项目', '年底1-3薪']",开发|测试|运维类,数据开发,数据分析,成都,高新区,15k-25k,14,3-5年,全职,本科,平台发展 周末双休 年终奖金,30.555252,104.066554,"['挖掘数据', '数据分析']"
6,数据分析实习(可留用),算话智能科技有限公司,50-150人,"数据服务,移动互联网",B轮,"['股票期权', '交通补助', '绩效奖金', '优秀团队']",产品|需求|项目类,数据分析,数据分析,上海,青浦区,3k-5k,0,不限,全职,不限,优秀团队、股票期权、绩效奖金、福利补贴,31.189954,121.297302,"['大数据', '数据分析']"
7,风控数据分析师,一零跃动,150-500人,"数据服务,软件开发",不需要融资,"['年底双薪', '午餐补助', '定期体检', '弹性工作']",金融类,互联网金融,分析师,北京,朝阳区,15k-25k,14,不限,全职,本科,打不卡 技术大牛 成长快,39.906973,116.630587,"['策略设计', '金融', '风控']"
8,高级数据分析师,一手,500-2000人,"移动互联网,电商",C轮,"['节日礼物', '团队靠谱', '活动多多', '相当民主']",市场|商务类,市场|营销,商业数据分析,广州,荔湾区,30k-45k,0,5-10年,全职,本科,发展空间大 月流水过亿,23.130998,113.218307,"['市场', '大数据', '行业分析', '电商', '消费者分析', '数据分析']"
9,数据分析开发工程师（数据挖掘/分析方向）,途虎养车网,2000人以上,汽车丨出行,D轮及以上,"['技能培训', '节日礼物', '岗位晋升', '领导好']",开发|测试|运维类,数据开发,数据挖掘,上海,闵行区,25k-40k,0,3-5年,全职,本科,独角兽 大牛云集 临近地铁 多次调薪,31.130000,121.395268,"['数据分析', '数据挖掘']"
10,风控数据分析师,小赢科技,500-2000人,金融,上市公司,"['五险一金', '年底奖金', '专项激励', '弹性工作']",产品|需求|项目类,数据分析,数据分析,上海,黄浦区,18k-25k,15,1-3年,全职,本科,专业团队 股东背景 发展潜力,31.232590,121.481790,"['互联网金融', '数据分析', 'SQL']"
11,金融数据分析师,小赢科技,500-2000人,金融,上市公司,"['五险一金', '年底奖金', '专项激励', '弹性工作']",开发|测试|运维类,数据开发,数据分析,上海,黄浦区,18k-26k,17,3-5年,全职,本科,专业团队 股东背景 发展潜力,31.232590,121.481790,"['Hadoop', 'MySQL', '互联网金融', '数据挖掘', 'Python']"
12,高级数据分析 (MJ000029),途虎养车网,2000人以上,汽车丨出行,D轮及以上,"['技能培训', '节日礼物', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,20k-40k,14,5-10年,全职,本科,"管理完善,福利好,E轮融资,千人规模",31.130000,121.395268,"['商业', '数据分析']"
13,游戏数据分析师,Goat Games,50-150人,游戏,上市公司,"['午餐补助', '年终奖', '绩效奖金', '年度旅游']",产品|需求|项目类,数据分析,数据分析,广州,天河区,10k-18k,14,1-3年,全职,本科,双休 成长快 薪酬福利好,23.147158,113.325949,"['SQL', '数据运营', '可视化', '数据分析']"
14,资深数据分析师,爱奇艺,2000人以上,文娱丨内容,上市公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-30k,14,3-5年,全职,硕士,核心业务/双休,39.983752,116.313228,['数据分析']
0,风控数据分析师,小赢科技,500-2000人,金融,上市公司,"['五险一金', '年底奖金', '专项激励', '弹性工作']",产品|需求|项目类,数据分析,数据分析,上海,黄浦区,18k-25k,15,1-3年,全职,本科,专业团队 股东背景 发展潜力,31.232590,121.481790,"['互联网金融', '数据分析', 'SQL']"
1,金融数据分析师,小赢科技,500-2000人,金融,上市公司,"['五险一金', '年底奖金', '专项激励', '弹性工作']",开发|测试|运维类,数据开发,数据分析,上海,黄浦区,18k-26k,17,3-5年,全职,本科,专业团队 股东背景 发展潜力,31.232590,121.481790,"['Hadoop', 'MySQL', '互联网金融', '数据挖掘', 'Python']"
2,高级数据分析 (MJ000029),途虎养车网,2000人以上,汽车丨出行,D轮及以上,"['技能培训', '节日礼物', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,20k-40k,14,5-10年,全职,本科,"管理完善,福利好,E轮融资,千人规模",31.130000,121.395268,"['商业', '数据分析']"
3,游戏数据分析师,Goat Games,50-150人,游戏,上市公司,"['午餐补助', '年终奖', '绩效奖金', '年度旅游']",产品|需求|项目类,数据分析,数据分析,广州,天河区,10k-18k,14,1-3年,全职,本科,双休 成长快 薪酬福利好,23.147158,113.325949,"['SQL', '数据运营', '可视化', '数据分析']"
4,资深数据分析师,爱奇艺,2000人以上,文娱丨内容,上市公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-30k,14,3-5年,全职,硕士,核心业务/双休,39.983752,116.313228,['数据分析']
5,大数据分析助理,成都肆零肆,50-150人,"信息安全,数据服务",未融资,"['弹性工作', '帅哥多', '节日礼物', '管理规范']",商业服务|专业服务,咨询|调研,情报信息分析人员,成都,武侯区,4k-8k,0,不限,全职,大专,"五险一金,带薪年假,项目提成,周末双休",30.625682,104.041018,"['文字功底', '大数据', '数据分析', '情报分析']"
6,微信游戏数据分析,微创软件,2000人以上,"企业服务,移动互联网",不需要融资,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",市场|商务类,市场|营销,商业数据分析,深圳,南山区,9k-14k,0,1-3年,全职,本科,朝九晚六 周末双休 六险一金 带薪年假,22.522611,113.939444,"['埋点', '行业分析', '游戏', '数据分析', 'SQL']"
7,电商数据分析师,唱吧-玩音乐，就上唱吧！,150-500人,"移动互联网,游戏",D轮及以上,"['节日礼物', '股票期权', '带薪年假', '员工海外游']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,20k-30k,0,5-10年,全职,本科,福利好 弹性工作时间,39.948574,116.601144,"['电商', '数据分析']"
8,战略数据分析师,乐纯酸奶,150-500人,消费生活,D轮及以上,"['七险一金', '免费午晚餐', '电影票、奶票', '扁平管理']",市场|商务类,市场|营销,商业数据分析,北京,朝阳区,18k-25k,0,3-5年,全职,本科,D轮独角兽 互联网健康食品 弹性工作,39.899777,116.471041,"['行业分析', '消费者分析', '数据分析']"
9,数据分析师-智慧社区,建信金科,2000人以上,"金融,软件开发",不需要融资,"['绩效奖金', '带薪年假', '交通补助', '通讯津贴']",产品|需求|项目类,数据分析,数据分析,广州,天河区,20k-40k,0,3-5年,全职,本科,六险二金、餐补、定期体检、带薪年假,23.124171,113.373035,"['数据库', '数据分析']"
10,数据分析专家,触宝,500-2000人,"移动互联网,数据服务",上市公司,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,30k-60k,0,5-10年,全职,本科,美股上市 牛人团队 亿级日活 福利待遇佳,31.159507,121.354889,"['商业', '增长黑客', '数据分析']"
11,数据分析师(J10697),伴鱼口语,2000人以上,移动互联网,C轮,"['带薪年假', '交通补助', '五险一金', '住宿补贴']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,20k-40k,14,3-5年,全职,本科,福利好、空间大、产品棒,39.970753,116.378536,['数据分析']
12,高级数据分析师,极光,500-2000人,企业服务,上市公司,"['五险一金', '文体活动', '团建旅游', '美味晚餐']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,25k-35k,0,3-5年,全职,本科,"五险一金,奖金丰厚,福利多多,定期体检",22.550224,113.908469,"['商业', '数据库', '数据分析', 'SQL']"
13,游戏数据分析师,奇客创想,150-500人,"移动互联网,游戏",不需要融资,"['五险一金', '带薪年假', '年底双薪', '绩效奖金']",运营|编辑|客服类,运营,游戏运营,北京,海淀区,12k-16k,13,1-3年,全职,本科,五险一金 全勤奖 免费班车 带薪年假,39.972134,116.329519,"['市场', '游戏', '活动运营', '游戏运营', '数据分析']"
14,数据分析（广告优化） (MJ002029),SHEIN,2000人以上,"电商,移动互联网",C轮,[],开发|测试|运维类,数据开发,数据分析,南京,雨花台区,5k-8k,0,1-3年,全职,本科,SHEIN-快时尚跨境电子商务,31.974269,118.755582,['数据分析']
