,positionName,companyShortName,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,city,district,salary,salaryMonth,workYear,jobNature,education,positionAdvantage,latitude,longitude,neededSkills
10,数据分析师,莉莉丝游戏,500-2000人,"移动互联网,游戏",不需要融资,"['项目奖金', '零食无限量', '牛逼的同事', '境外旅游']",开发|测试|运维类,数据开发,数据分析,上海,闵行区,12k-20k,0,3-5年,全职,本科,"弹性工作,福利待遇好,工作氛围好,团建",31.160489,121.395334,"['数据分析', 'MySQL']"
11,数据分析师,东家,150-500人,移动互联网,B轮,"['股票期权', '学者明星活动', '东方美学培训', '牛人分享']",产品|需求|项目类,产品经理,数据分析师,杭州,西湖区,3k-5k,0,在校/应届,实习,本科,高成长性岗位,30.285820,120.041460,"['流程设计', '数据分析']"
12,数据分析师,51Talk 无忧英语,2000人以上,"移动互联网,教育",上市公司,"['带薪年假', '股票期权', '绩效奖金', '定期体检']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,10k-18k,0,在校/应届,全职,本科,团队氛围好 成长快 美国上市 在线教育,40.045415,116.308144,"['大数据', '教育', '数据分析']"
13,数据分析leader,土巴兔,500-2000人,"移动互联网,消费生活",C轮,"['股票期权', '五险一金', '带薪年假', '节日礼物']",开发|测试|运维类,数据开发,数据分析,深圳,未知,30k-36k,14,5-10年,全职,本科,独角兽 O2O 互联网家装领头羊 氛围open,,,['数据分析']
14,数据分析师,联合金科信息科技有限公司,50-150人,移动互联网,未融资,"['带薪年假', '弹性工作', '扁平管理', '五险一金']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,6k-10k,0,不限,全职,不限,五险一金,22.506695,113.939962,"['大数据', '数据运营', '数据库', '数据分析']"
0,数据分析师,快手,2000人以上,文娱丨内容,D轮及以上,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,30k-60k,16,5-10年,全职,本科,大牛云集，核心项目，发展空间巨大,40.053902,116.313599,"['风险控制', '数据分析']"
1,数据分析师,吉比特,500-2000人,游戏,上市公司,"['上市游戏公司', '百万购房借款', '兴趣导向', '12%公积金']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,10k-15k,0,在校/应届,全职,本科,房补餐补、年终奖金、旅游奖金、带薪假,22.556001,113.972780,"['游戏', '数据分析']"
2,数据分析师,萌牙家,150-500人,"电商,医疗丨健康",未融资,"['扁平管理', '弹性工作', '节日礼物', '技能培训']",市场|商务类,市场|营销,商业数据分析,宁波,鄞州区,12k-18k,0,在校/应届,全职,本科,CEO亲自培养 扁平化管理 月入过万,29.817087,121.554199,"['广告营销', '行业分析', '市场竞争分析', '电商', '市场推广', '消费者分析']"
3,【识货】资深数据分析师,得物App,500-2000人,"移动互联网,电商",B轮,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",产品|需求|项目类,产品经理,数据分析师,上海,杨浦区,20k-40k,16,3-5年,全职,本科,互联网 扁平化 高福利,31.272333,121.530215,"['商业分析', '数据仓库', '数据分析']"
4,数据分析师（算法方向）,平安金服,2000人以上,金融,上市公司,[],开发|测试|运维类,数据开发,数据分析,上海,浦东新区,25k-50k,17,3-5年,全职,本科,福利待遇优厚，发展前景广阔,31.220724,121.381215,"['Hive', '金融', 'Spark', '大数据']"
5,大数据分析师,平安金服,2000人以上,金融,上市公司,[],开发|测试|运维类,数据开发,数据分析,深圳,罗湖区,25k-50k,17,3-5年,全职,本科,福利待遇优厚，发展前景广阔,22.540466,114.107636,"['Hive', 'Hadoop', '大数据']"
6,数据分析师,国誉信睿,15-50人,企业服务,未融资,"['带薪年假', '技能培训', '扁平管理', '管理规范']",开发|测试|运维类,数据开发,数据分析,杭州,滨江区,15k-20k,0,3-5年,全职,本科,"五险一金,周末双休,扁平管理,机会大",30.204540,120.210146,"['数据分析', '数据挖掘']"
7,数据分析洞察师/数据解决方案专家,汉跃文化传媒,50-150人,广告营销,未融资,[],产品|需求|项目类,产品经理,数据分析师,上海,黄浦区,15k-25k,0,3-5年,全职,本科,五险一金 团建,31.206605,121.478495,['数据分析']
8,数据分析师（安全方向）,上海银科创展投资集团有限公司,2000人以上,"移动互联网,金融",上市公司,[],产品|需求|项目类,产品经理,数据分析师,上海,浦东新区,15k-30k,13,3-5年,全职,本科,上市公司,31.221890,121.530276,"['金融', '数据分析']"
9,数据分析经理/主管（财务类）,行云网,150-500人,"电商,消费生活",B轮,"['带薪年假', '股票期权', '五险一金', '互联网公司']",产品|需求|项目类,产品经理,数据分析师,杭州,萧山区,10k-15k,0,3-5年,全职,本科,五险一金 周末双休 发展空间 团队领导好,30.244956,120.246619,['数据分析']
10,数据分析师,樊登读书,150-500人,"移动互联网,教育",A轮,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",产品|需求|项目类,产品经理,数据分析师,上海,长宁区,10k-15k,13,在校/应届,全职,本科,晋升空间大 办公环境好 福利好,31.206768,121.407040,['数据分析']
11,高级/资深数据分析师,易观,150-500人,"移动互联网,数据服务",B轮,"['专项奖金', '午餐补助', '技能培训', '扁平管理']",开发|测试|运维类,数据开发,数据分析,上海,长宁区,25k-50k,0,5-10年,全职,本科,快速成长/弹性工作/扁平管理,31.217541,121.428240,"['数据仓库', '数据分析']"
12,数据分析师,北京盛业联众资产管理集团有限公司,50-150人,金融,未融资,[],金融类,互联网金融,分析师,北京,朝阳区,8k-11k,0,不限,全职,不限,五险一金.节假日双休,39.919894,116.454562,"['分析师', '行业研究', '数据分析']"
13,金融数据分析师 五险双休,储慧国际咨询,150-500人,金融,未融资,[],金融类,银行,客户经理,北京,朝阳区,8k-16k,0,不限,全职,不限,五险一金，朝九晚五，周末双休，弹性工作,39.920065,116.454674,"['金融', '数据分析']"
14,资深数据分析师 (MJ000088),政采云,150-500人,电子商务,不需要融资,"['带薪年假', '绩效奖金', '定期体检', '弹性工作']",开发|测试|运维类,数据开发,数据分析,杭州,西湖区,15k-25k,0,3-5年,全职,不限,福利待遇，发展前景,30.129580,120.087730,"['大数据', '移动互联网', '数据分析']"
0,数据分析（偏算法）,上海钢软,500-2000人,"移动互联网,电商",上市公司,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",开发|测试|运维类,数据开发,数据分析,上海,浦东新区,10k-15k,0,1-3年,全职,本科,发展前景好，团队实力强,31.211702,121.603372,"['物流', '电商', '数据分析']"
1,大数据分析师,南方报业,2000人以上,其他,不需要融资,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",开发|测试|运维类,数据开发,数据分析,广州,越秀区,10k-20k,14,3-5年,全职,本科,环境佳，平台大，机会多,23.122914,113.314623,"['Hive', 'SQLServer', 'ETL', '数据仓库', '数据分析']"
2,数据分析师-游戏,宜搜,150-500人,"移动互联网,游戏",D轮及以上,"['年底双薪', '绩效奖金', '带薪年假', '节日礼物']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,10k-15k,0,1-3年,全职,大专,"六险一金,周末双休，旅游，带薪年假",22.523392,113.937987,"['游戏', '数据挖掘']"
3,智能设备-数据分析专员(J11223),明略科技集团,2000人以上,"数据服务,广告营销",D轮及以上,"['六险一金', '年底双薪', '绩效奖金', '完成E轮融资']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,8k-10k,0,不限,全职,不限,福利丰厚,39.995024,116.479717,"['移动互联网', '数据分析']"
4,数据分析师,仙度网络,少于15人,数据服务,A轮,[],产品|需求|项目类,产品经理,数据分析师,杭州,下沙,3k-6k,0,不限,全职,本科,五险一金、双休、半年调薪,30.303553,120.369678,"['用户增长', '竞品分析', '需求分析', '用户研究', '数据分析']"
5,数据分析产品经理,前程无忧,500-2000人,"移动互联网,企业服务",上市公司,"['专业 职业', '技能培训', '管理规范', '美女多']",产品|需求|项目类,产品经理,产品经理,北京,西城区,20k-30k,0,5-10年,全职,本科,稳定，福利待遇好,39.908342,116.375121,"['财务', '数据分析', 'ERP']"
6,数据分析专家（商业地理地产）,MobTech,150-500人,"数据服务,广告营销",B轮,[],产品|需求|项目类,高端产品职位,数据分析专家,上海,徐汇区,25k-45k,14,3-5年,全职,本科,发展前景好，薪酬福利好,31.177394,121.417100,"['商业地产', '数据分析']"
7,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,上海,闵行区,15k-25k,0,3-5年,全职,本科,"六险一金,免费三餐,租房补贴,带薪休假",31.164877,121.387073,"['广告', '数据分析']"
8,数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,20k-25k,0,3-5年,全职,本科,六险一金,39.979578,116.369044,['数据分析']
9,数据分析营销课讲师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",教育|培训,培训,培训讲师,北京,海淀区,15k-30k,13,3-5年,全职,本科,领导Nice 高薪职业,39.982128,116.307747,"['有提成', '教育', '数据分析']"
10,资深数据分析师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,20k-35k,0,3-5年,全职,本科,福利待遇好，周末双休，提供午餐和晚餐,39.982128,116.307747,['数据分析']
11,数据分析师-风控,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",开发|测试|运维类,数据开发,其他数据开发,北京,朝阳区,18k-22k,0,不限,全职,不限,五险一金,40.008142,116.486622,['数据分析']
12,数据分析运营专家,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",运营|编辑|客服类,运营,其他运营,北京,朝阳区,22k-28k,0,不限,全职,不限,五险一金,40.008142,116.486622,"['数据', '数据分析']"
13,数据分析经理/主管（财务类）,行云网,150-500人,"电商,消费生活",B轮,"['带薪年假', '股票期权', '五险一金', '互联网公司']",产品|需求|项目类,产品经理,数据分析师,杭州,萧山区,10k-15k,0,3-5年,全职,本科,五险一金 周末双休 发展空间 团队领导好,30.244956,120.246619,['数据分析']
14,高级/资深数据分析师,易观,150-500人,"移动互联网,数据服务",B轮,"['专项奖金', '午餐补助', '技能培训', '扁平管理']",开发|测试|运维类,数据开发,数据分析,上海,长宁区,25k-50k,0,5-10年,全职,本科,快速成长/弹性工作/扁平管理,31.217541,121.428240,"['数据仓库', '数据分析']"
0,数据分析（商业化方向）,琥珀创想,50-150人,移动互联网,A轮,"['绩效奖金', '提供工作餐', '定期团建', '交通补助']",运营|编辑|客服类,运营,数据运营,北京,朝阳区,17k-22k,0,3-5年,全职,本科,海外工具app；,40.043555,116.414402,"['用户增长', '工具软件', '效果跟踪', '转化变现', '策略运营']"
1,数据分析专员,琥珀创想,50-150人,移动互联网,A轮,"['绩效奖金', '提供工作餐', '定期团建', '交通补助']",开发|测试|运维类,数据开发,数据分析,大连,高新园区,6k-8k,0,1-3年,全职,本科,高效协作的团队；信息共享；双休,38.862155,121.533705,"['Linux系统', '互联网', '数据分析', 'Python']"
2,数据分析/数据科学研究员,微慕客（成都）科技有限公司,50-150人,数据服务,不需要融资,[],开发|测试|运维类,数据开发,数据分析,成都,双流县,10k-20k,0,3-5年,全职,本科,五险一金 弹性工作 扁平管理 微软项目,30.402185,104.081189,"['大数据', '教育', '数据分析']"
3,数据分析负责人 or 数据分析师,同花顺,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",开发|测试|运维类,数据开发,数据分析,杭州,余杭区,25k-50k,0,3-5年,全职,本科,PB量级数据 核心项目 食堂班车健身房,30.291923,120.045424,"['数据挖掘', '数据分析', 'MySQL']"
4,会员数据分析师,爱奇艺,2000人以上,文娱丨内容,上市公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-25k,0,3-5年,全职,本科,大平台 学习机会多,39.935321,116.444255,"['数据分析', 'MySQL']"
5,京东数据分析岗,京东信息技术有限公司成都分公司,2000人以上,电商,上市公司,"['年底双薪', '定期体检', '午餐补助', '交通补助']",开发|测试|运维类,数据开发,数据分析,成都,武侯区,6k-12k,0,3-5年,全职,本科,年底双薪、系统晋升,30.634156,103.977921,"['大数据', '数据挖掘']"
6,智能设备-数据分析专员(J11223),明略科技集团,2000人以上,"数据服务,广告营销",D轮及以上,"['六险一金', '年底双薪', '绩效奖金', '完成E轮融资']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,8k-10k,0,不限,全职,不限,福利丰厚,39.995024,116.479717,"['移动互联网', '数据分析']"
7,数据分析师,仙度网络,少于15人,数据服务,A轮,[],产品|需求|项目类,产品经理,数据分析师,杭州,下沙,3k-6k,0,不限,全职,本科,五险一金、双休、半年调薪,30.303553,120.369678,"['用户增长', '竞品分析', '需求分析', '用户研究', '数据分析']"
8,高级数据分析工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,"['技能培训', '六险二金', '多样技术环境', '平台稳定']",开发|测试|运维类,数据开发,数据分析,北京,西城区,25k-45k,0,5-10年,全职,本科,六险二金 食堂 旅游基金 工会福利,39.900559,116.358753,"['机器学习', '数据建模', '深度学习', '数据分析']"
9,大数据分析师,平安金服,2000人以上,金融,上市公司,[],开发|测试|运维类,数据开发,数据分析,深圳,罗湖区,25k-50k,17,3-5年,全职,本科,福利待遇优厚，发展前景广阔,22.540466,114.107636,"['Hive', 'Hadoop', '大数据']"
10,数据分析专家（商业地理地产）,MobTech,150-500人,"数据服务,广告营销",B轮,[],产品|需求|项目类,高端产品职位,数据分析专家,上海,徐汇区,25k-45k,14,3-5年,全职,本科,发展前景好，薪酬福利好,31.177394,121.417100,"['商业地产', '数据分析']"
11,游戏数据分析师,广州游爱,500-2000人,"移动互联网,游戏",上市公司,"['年终分红', '绩效奖金', '专项奖金', '年底双薪']",产品|需求|项目类,数据分析,数据分析,广州,黄埔区,13k-26k,0,3-5年,全职,本科,五险一金 带薪年假 包三餐,23.171621,113.458786,"['SPSS', '数据运营', '数据分析', '游戏']"
12,高级数据分析师,无极慧通,50-150人,"医疗丨健康,数据服务",A轮,"['技能培训', '年底双薪', '岗位晋升', '领导好']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,本科,"广阔的发展,创业公司,融洽的办公",39.972094,116.338474,"['医疗健康', '大数据', '数据分析']"
13,游戏数据分析师,奇迅新游,150-500人,"移动互联网,游戏",未融资,"['带薪年假', '绩效奖金', '年度旅游', '美女多']",产品|需求|项目类,数据分析,数据分析,深圳,南山区,12k-24k,13,3-5年,全职,本科,双休 轻松工作氛围 成熟项目,22.549213,113.944496,"['游戏', '数据运营', '数据分析']"
14,游戏业务中台数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,其他数据分析,上海,闵行区,18k-36k,0,3-5年,全职,本科,"用户过亿,弹性工作,股票期权,六险一金",31.164877,121.387073,['数据分析']
0,数据分析专家,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,数据分析,其他数据分析,北京,海淀区,15k-30k,0,3-5年,全职,本科,"六险一金,租房补贴,免费三餐,弹性工作",39.971819,116.328708,['数据分析']
1,数据分析师（安全方向）,上海银科创展投资集团有限公司,2000人以上,"移动互联网,金融",上市公司,[],产品|需求|项目类,产品经理,数据分析师,上海,浦东新区,15k-30k,13,3-5年,全职,本科,上市公司,31.221890,121.530276,"['金融', '数据分析']"
2,商业搜索研发部_PMO&amp;数据分析,百度,2000人以上,工具,不需要融资,"['股票期权', '弹性工作', '五险一金', '免费班车']",产品|需求|项目类,项目管理,PMO,北京,海淀区,15k-30k,0,不限,全职,本科,发展前景,40.043482,116.273555,"['项目管理', '数据分析', 'PMO']"
3,Java开发工程师（数据分析）,华资软件,500-2000人,"移动互联网,数据服务",上市公司,"['培训伴你始终', '入户广州', '国内外旅游', '专业机构体检']",开发|测试|运维类,后端开发,Java,广州,天河区,8k-14k,15,1-3年,全职,本科,六险一金，大平台，福利好，14薪+,23.126341,113.371350,"['机器学习', '工具软件', 'Java', 'python爬虫', '企业服务', 'Python']"
4,数据分析专员-488,飞书深诺,500-2000人,"社交,广告营销",D轮及以上,"['技能培训', '扁平管理', '五险一金', '弹性工作']",产品|需求|项目类,数据分析,数据分析,上海,长宁区,8k-12k,14,1-3年,全职,不限,超长带薪年假 健身卡 免费早餐,31.203651,121.417495,"['电商', '数据分析']"
5,【识货】资深数据分析师,得物App,500-2000人,"移动互联网,电商",B轮,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",产品|需求|项目类,产品经理,数据分析师,上海,杨浦区,20k-40k,16,3-5年,全职,本科,互联网 扁平化 高福利,31.272333,121.530215,"['商业分析', '数据仓库', '数据分析']"
6,数据分析岗（业务方向）,广发银行信用卡中心,2000人以上,金融,不需要融资,"['管理规范', '平台大机遇好', '金融科技', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,广州,天河区,20k-40k,0,5-10年,全职,本科,"周末双休,带薪年假,五险一金,提供食堂",23.121089,113.323120,"['数据分析', '商业', '可视化', 'SQL']"
7,数据分析产品经理,前程无忧,500-2000人,"移动互联网,企业服务",上市公司,"['专业 职业', '技能培训', '管理规范', '美女多']",产品|需求|项目类,产品经理,产品经理,北京,西城区,20k-30k,0,5-10年,全职,本科,稳定，福利待遇好,39.908342,116.375121,"['财务', '数据分析', 'ERP']"
8,高级数据分析师,六律科技,500-2000人,"数据服务,移动互联网",不需要融资,"['年底双薪', '年终分红', '绩效奖金', '定期体检']",产品|需求|项目类,产品经理,数据分析师,北京,西城区,27k-35k,0,3-5年,全职,本科,六险一金，地铁周边，90后帅哥美女。,39.878750,116.380000,['数据分析']
9,数据分析专家,伊澳科技,2000人以上,"移动互联网,电商",上市公司,"['专项奖金', '股票期权', '绩效奖金', '年终分红']",产品|需求|项目类,高端产品职位,数据分析专家,北京,朝阳区,35k-55k,15,5-10年,全职,本科,"美女多,有期权,即将上市,大牛多",39.949277,116.460558,"['决策能力', '电商', '业务流程管理']"
10,数据分析（数值方向）,仙潭酒业集团,500-2000人,其他,不需要融资,"['社会保险', '年终奖金', '节日福利', '生日礼物']",开发|测试|运维类,数据开发,数据分析,成都,高新区,7k-12k,13,不限,全职,本科,互联网,30.607632,104.034257,"['数据架构', '数据分析', '数据挖掘']"
11,金融数据分析师,储慧国际咨询,150-500人,金融,未融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,8k-15k,0,不限,全职,不限,五险一金.节假日双休.生日福利,39.920065,116.454674,"['金融', '数据分析']"
12,数据分析师（算法方向）,平安金服,2000人以上,金融,上市公司,[],开发|测试|运维类,数据开发,数据分析,上海,浦东新区,25k-50k,17,3-5年,全职,本科,福利待遇优厚，发展前景广阔,31.220724,121.381215,"['Hive', '金融', 'Spark', '大数据']"
13,游戏业务管理-资深数据分析师,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,项目管理,其他项目管理,北京,海淀区,20k-40k,0,不限,全职,本科,"下午茶,健身瑜伽,六险一金,五险一金",39.983339,116.315437,"['项目管理', '数据分析']"
14,市场与用户研究经理——数据分析方向,字节跳动,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",运营|编辑|客服类,运营,其他运营,深圳,南山区,15k-30k,0,3-5年,全职,本科,"六险一金,弹性工作,免费三餐,租房补贴",22.511996,113.925762,"['运营', '数据分析']"
0,数据分析师(J208186),我爱我家集团,2000人以上,房产家居,上市公司,[],产品|需求|项目类,产品经理,数据分析师,上海,徐汇区,10k-20k,13,3-5年,全职,本科,五险一金、带薪年假、季度奖金、年度奖金,31.186598,121.455979,['数据分析']
1,数据分析师,跟谁学,2000人以上,"移动互联网,教育",上市公司,"['节日礼物', '技能培训', '股票期权', '精英团队']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,15k-25k,0,3-5年,全职,本科,平台大、发展快、人才多、氛围好,40.048632,116.282935,"['教育', '数据分析']"
2,数据分析师-515,飞书深诺,500-2000人,"社交,广告营销",D轮及以上,"['技能培训', '扁平管理', '五险一金', '弹性工作']",产品|需求|项目类,数据分析,数据分析,上海,长宁区,8k-12k,14,1-3年,全职,本科,超长带薪年假 健身卡 免费早餐,31.203651,121.417495,"['广告营销', '数据分析']"
3,数据分析师-游戏,宜搜,150-500人,"移动互联网,游戏",D轮及以上,"['年底双薪', '绩效奖金', '带薪年假', '节日礼物']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,10k-15k,0,1-3年,全职,大专,"六险一金,周末双休，旅游，带薪年假",22.523392,113.937987,"['游戏', '数据挖掘']"
4,车联网数据分析,ExceedData,15-50人,"数据服务,移动互联网",未融资,[],开发|测试|运维类,数据开发,数据挖掘,上海,杨浦区,15k-28k,13,不限,全职,本科,发展空间大、灵活办公,31.258926,121.513412,"['机器学习', '数学', '数据分析', '数据挖掘']"
5,数据分析师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,15k-20k,14,1-3年,全职,本科,发展前景,39.982128,116.307747,"['用户增长', '企业服务', '需求分析', '数据分析']"
6,数据分析经理/主管（财务类）,行云网,150-500人,"电商,消费生活",B轮,"['带薪年假', '股票期权', '五险一金', '互联网公司']",产品|需求|项目类,产品经理,数据分析师,杭州,萧山区,10k-15k,0,3-5年,全职,本科,五险一金 周末双休 发展空间 团队领导好,30.244956,120.246619,['数据分析']
7,高级数据分析师（渠道）,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,25k-35k,0,不限,全职,不限,创新业务，发展空间大,40.008142,116.486622,['数据分析']
8,数据分析师(广告方向),多牛传媒,500-2000人,文娱丨内容,上市公司,"['五险一金', '节日礼物', '弹性工作', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-30k,0,1-3年,全职,硕士,弹性工作 发展大,40.035561,116.377066,"['社交', '数据库', '游戏', '数据分析', 'SQL']"
9,BI数据分析师,达摩网络,150-500人,"企业服务,消费生活",A轮,"['扁平管理', '节日礼物', '岗位晋升', '定期体检']",开发|测试|运维类,数据开发,数据分析,杭州,西湖区,10k-20k,13,3-5年,全职,本科,发展空间大，福利多,30.277117,120.125105,"['报表可视化', 'BI', '数据分析']"
10,数据分析师（高级）,优车库,50-150人,"移动互联网,消费生活",A轮,"['年底双薪', '股票期权', '专项奖金', '带薪年假']",开发|测试|运维类,数据开发,数据分析,深圳,福田区,12k-20k,0,1-3年,全职,本科,发展前景、环境优美、团队氛围好,22.507374,114.045254,"['SQLServer', '数仓建模', '新零售', '数据仓库', '汽车', 'Python']"
11,Tableau数据分析师,上海联蔚信息科技有限公司,500-2000人,"移动互联网,电商",不需要融资,[],运营|编辑|客服类,运营,数据运营,南京,秦淮区,10k-15k,0,3-5年,全职,本科,平台大，前景广,32.006767,118.785888,"['Tableau', '电商', '数据分析']"
12,数据分析专家,视野金融,50-150人,"移动互联网,金融",A轮,"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",产品|需求|项目类,高端产品职位,数据分析专家,北京,朝阳区,25k-35k,0,3-5年,全职,本科,五险一金，定期团建,39.916108,116.459370,"['图数据库', '数据模型', '关系型数据库', '数据分析']"
13,数据分析助理（双休+五险一金）,百圣信息,50-150人,"通讯电子,软件开发",未融资,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",运营|编辑|客服类,客服,售前客服,深圳,宝安区,6k-8k,13,不限,全职,大专,五险一金年底双薪&nbsp;包住全勤奖带薪年假,22.555259,113.884020,"['售前', '售后', '销售', '客服', '电商', '信息安全']"
14,数据分析师-【游戏业务】,快手,2000人以上,文娱丨内容,D轮及以上,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,20k-40k,0,3-5年,全职,本科,福利完善,40.053389,116.298440,['数据分析']
0,直播运营（数据分析）,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",上市公司,"['绩效奖金', '带薪年假', '定期体检', '管理规范']",MCN|直播|网红,运营,直播运营,深圳,南山区,6k-12k,0,1-3年,全职,本科,双休呀 免费早餐 免费班车,22.540490,113.933732,"['直播', '数据分析', '数据挖掘']"
1,数据分析师,拉勾网,500-2000人,企业服务,D轮及以上,"['五险一金', '弹性工作', '带薪年假', '免费两餐']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,20k-40k,0,5-10年,全职,不限,"发展空间大,弹性工作制,领导Nice",39.982128,116.307747,"['招聘', '移动互联网', '数据分析']"
2,数据研发工程师-高级数据分析师,小鹅（小鹅通）,500-2000人,"移动互联网,社交",C轮,"['扁平管理', '领导nice', '专项奖金', '定期体检']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,20k-30k,15,5-10年,全职,本科,氛围好，前景好,22.549041,113.943289,"['数据仓库', '数仓建模', 'Hadoop', '数据分析']"
3,数据分析/商业分析专家,平安金服,2000人以上,金融,上市公司,[],产品|需求|项目类,数据分析,数据分析,上海,浦东新区,16k-30k,17,3-5年,全职,本科,带薪年假，年度旅游、体检,31.236498,121.545101,"['数据库', '商业', 'BI', '数据分析', 'SQL']"
4,数据分析师（金融方向）,马上消费,2000人以上,"金融,移动互联网",不需要融资,"['股票期权', '年终分红', '绩效奖金', '带薪年假']",开发|测试|运维类,数据开发,数据分析,重庆,渝北区,20k-35k,0,5-10年,全职,本科,发展前景、大牛团队、持牌机构,29.616449,106.500997,"['数据仓库', 'Spark', '数据分析', 'MySQL']"
5,数据分析实习生,优贝在线,150-500人,"移动互联网,社交",不需要融资,"['五险一金', '带薪年假', '管理规范', '年底多薪']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,4k-8k,0,在校/应届,实习,本科,产品持续盈利、技术牛、老板赞，福利棒,40.036447,116.417438,"['移动互联网', '数据分析', '社交']"
6,数据分析实习,人人公司,2000人以上,"社交,金融",上市公司,"['五险一金', '通讯津贴', '带薪年假', '绩效奖金']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,3k-4k,0,在校/应届,实习,不限,项目前景好，领导nice，弹性工作,39.976297,116.496989,"['商业', '数据分析']"
7,数据分析实习生,易久批,2000人以上,"电商,移动互联网",D轮及以上,"['带薪年假', '绩效奖金', '管理规范', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,武汉,洪山区,3k-4k,0,在校/应届,实习,本科,双休 技术氛围好,30.556416,114.503246,"['数据仓库', '数据分析']"
8,Excel数据分析员,深圳景同,15-50人,通讯电子,未融资,[],开发|测试|运维类,数据开发,数据分析,深圳,宝安区,6k-9k,0,不限,全职,大专,感兴趣的人才快来吧！,22.568325,113.905316,"['Excel', '数据仓库', '电商', '数据挖掘']"
9,数据分析师,盒子科技,500-2000人,"移动互联网,金融",D轮及以上,"['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']",产品|需求|项目类,产品经理,数据分析师,深圳,南山区,8k-15k,0,在校/应届,全职,本科,大平台，高薪资，高成长空间,22.523714,113.940802,['数据分析']
10,数据分析-2021届春招,同花顺,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",产品|需求|项目类,数据分析,数据分析,杭州,余杭区,20k-30k,15,不限,全职,本科,百万并发 千万日活 4亿付费用户,30.291923,120.045424,"['BI', '数据分析']"
